,profileIdHashed,Position,Company,position_type,company_type,,,,
476,9179670ddb52644b41536d59a4b12b9dfbf3d672,Senior Field Service Engineer II,ASM,,,,,,
477,60b2412f09dca5d462d30bc856aecd02fd3de604,Mentor,IIT Startups,,,,,,
478,9acc206bd38a508a88c23c7dc1aef8163e272d09,Principal Consultant | Career Strategist ,ColorVizion Lab,,,,,,
479,8e1c93fa4ca85e4140c5e4e251e4b225a38ac291,Client Services Ops & Data Analyst,AppsFlyer,,,,,,
480,46f77d66e50b45bb78cf9d3b26f9157a43d139b8,Associate Dean for Accreditation,Texas Woman's University,,,,,,
481,1155f642dc2a432e2d24a36a4be4a226aa03b62d,"Senior Director, Business Development and Product Management, Software & Services Group",Intel Corporation,,,,,,
482,cb469cf9c683e94fca0b061e8f7488c6c2b892a3,Robotics Coach / Engineering Teacher,Spring Branch ISD,,,,,,
483,fa1cdcabf86dbf80c7ad693128ea97c7e86ab507,Product Marketing Manager,SnapLogic,,,,,,
484,20825b603c0638c12d089a6f806c53ed1e80f231,President,Eden Infoformation Service Limited,,,,,,
485,33adf7acb66a9c3694cc7b72a0565314414f11b2,Architect Advisor - Technology Research & Innovation - AI & Data Science,"Aetna, a CVS Health Company",,,,,,
486,637b0ca7926e24e057a0fa19368249c6c1630723,Owner,Animal Health & Healing,,,,,,
487,f32515021b3fac6998cfe041b2a1a639e4ac4698,President,"Corporate Diversity Search, Inc.",,,,,,
488,e4758fbb0eb3668493bf65b6678707fe6081e398,"Machine Learning Research Engineer, Cloudera Fast Forward Labs",Cloudera,,,,,,
489,4e33e5e6a149d94887f0f3d169a66247bd4174fb,CEO and co-founder,"Business Science Consultants, Ltd.",,,,,,
490,a32355b0aa03e757858a05dbf060a7f1b07faca8,Research Scientist,University of Maryland,,,,,,
491,e85d8407f953ab30e70bfc7147341c347630b0f5,Regional Vice President - West Coast Sales,Seclore,,,,,,
492,9df1d1a1a51510035f0e2c29c24b6eb2142e7672,Director of Events,Mars Media,,,,,,
493,53b8636345a47eaef2f0f5a1bc8e1a507f511214,Plant Controller,Jabil,,,,,,
494,574ceca73280d97e26d37e07157221099df9aff3,Talent Acquisition Partner,BridgeBio,,,,,,
495,63efe471c763cbb5584870831dc510718d82dca5,Director of Operations,Integrated Sign Installations (ISI),,,,,,
496,54d81458ba70587f94f7650c31ca6fe8e2a6e27a,"Vice President, Global Sales, Business Development",DustPhotonics Inc.,,,,,,
497,47dedb19ab12199d79adab74943d1c7cfe277fe2,Account Manager,CMC Global Company Limited. ,,,,,,
498,68afce5753a8b23ec2dcc75919fd3a34ac342914,Sr. Solutions Marketing Manager ,Infoblox,,,,,,
499,ceef0216318534a6f5e3900628693087897de0b1,Senior Business Development Consultant,MB,,,,,,
500,459a3d8d1fd4a6bfe8eb2834c0d4c7b7d9a2ba3f,"Vice President & General Manager, Fixed Computing - Commercial Client Business Unit",Dell,,,,,,
501,234d36975fda9bae73370a8ec71af93a60e06c4b,COO,eChemion Inc.,,,,,,
502,44e1a1832b1b0a9d2ad71de6f10d3d7ace291a1f,"Director, Business Development","Attain, LLC",,,,,,
503,5bbf56383678402fc8d51774a6eaf7ac8f031e68,Owner,Primerica,,,,,,
504,c485483682b64d87dbee8740d5fbc5f0939e56a2,Corotech IT Technician I,Corovan,,,,,,
505,2b01fa8fb1d842c43eeaef66f0138499ed951e31,Senior Vice President,Bayer,,,,,,
506,edf50441888803c80df1e966ba6a278f0274ccb6,Operations Manager,HP,,,,,,
507,12364052577efefa1cee20aa07dcf09bbd74d2d0,Sr Applications Engineer,Intel,,,,,,
508,ac911d5e69f951397b6d4eca79c2ae6d8b730c81,Partner Business Development Manager - Intel,Insight,,,,,,
509,5217ed5470c54d251532a64a83cc84117868cb88,Founder and CEO,"Auguste Research Group, LLC",,,,,,
510,fabf171d76812ed73f443178c9c62281a7bcdd0c,"AVP, Software Delivery Manager",Synchrony,,,,,,
511,13f6888520af37ed49f71b95eefde5b06e224527,Technical Recruiter (Machine Learning),Pinterest,,,,,,
512,b10e067ce8f81d936eeb155da53c2d444e874f5f,Senior Vice President,APOTEX,,,,,,
513,112d2d49786c1af924dd1016ee78da206a9ee8db,Certified Professional Coach,DonnaFlemingCoaching,,,,,,
514,02bb739c43e80c18cd535d89241d691e84b07779,Founding Partner and Enterprise Program Advisor,Kilimanjaro Solutions,,,,,,
515,cc3c07073b680bafed9c5be598350a22f4eec3fa,Contract Specialist,U.S. Department of Transportation,,,,,,
516,fe8705eb2228201e6bc91534ea172fd04786e272,Enterprise Architect,Tata Consultancy Services,,,,,,
517,9a7f8cd845684c3e92c989fdf92d2137a3781da0,Engineering Physicist,SLAC National Accelerator Laboratory,,,,,,
518,c2d2c0b9b5aa0f99aaee02723058dcbbb3094966,äººåèµæºé¨è´è´£äºº,Matrixtime Robotics,,,,,,
519,4f97413f915af2e9956fc6344e5ae6af6255d66e,Director (Owner),Northwest MRI,,,,,,
520,a6ebc26d6c813a7daef8c8fd40c624ae44ad42a7,Leadership Team Coach - Certified EOS Implementer,Resources for CEOs,,,,,,
521,d5f9c4cde2a9f984f2fd15bc02c2a51cc5572044,Software Product Engineering Senior Leader|Director,"New Relic, Inc.",,,,,,
522,4b5ffea1fcbf0c4d5075404c4e94f77ca2a8ea11,"Senior Vice President, Operations",Vonage,,,,,,
523,c1c0b5b4045a2db160fc73977c78f92f1dea7c7b,"GM, Alibaba Cloud South Asia, é¿éäºåäºåºæ»ç»ç",Alibaba Cloud,,,,,,
524,8d1696619b9c08d7a559834ddc78d3ff9ad77501,Managing CFO,The Collaborative Organizational Resource [T.C.O.R.] Corporation,,,,,,
525,98d20e9794e0cda7f2c0da3d995db3ee2d4774a8,Software Engineering Projects, -,,,,,,
526,8c9ada643bb360d0e1e338df4cc6983493623a71,Founder and CEO,Respira Labs,,,,,,
527,086eef5e8b048de4e98e3252f86a38fe6ed67cc3,Cofounder and CEO,VMDOC,,,,,,
528,588e469c53357933b722add41a466943f59b52c1,PRESIDENT / CEO - IT Electronics Asset Disposition | ITAD | Data Security | eWaste Recycling â»,"Digital Green Global, Inc.",,,,,,
529,02820c857a2b7778a98386240c98541a22443268,"Primary Examiner, Electrical Engineer",USPTO,,,,,,
530,190d67ecb018864529c96f97bcabdfb1b8094e8d,,,,,,,,
531,822a49cb6170690259bf8186aaa1c15860e876ee,CEO & Co-founder,Blockchain Technology Partners,,,,,,
532,9d6318b9a18294e65a7edd42c960d934c6e8478e,engineer,intel,,,,,,
533,e6131c700b0a5618e64e9df4a67f61075c754147,Systems Integration And Test Engineer,Northrop Grumman,,,,,,
534,704f0abe80ce9341fd3588ee60e67b6956583790,BUSINESS DEVELOPMENT,BoomStatsAnalysis,,,,,,
535,cacce86584d697fc0c8f0ddd71d83b30509e06e2,Chief Executive Officer,Samelogic,,,,,,
536,f1c728c6fea670bbfb637815b8cb0df3cd7f9899,Solutions Group Leader,SHL,,,,,,
537,7d5afe2f1d83bb430c685399885688fb2525ea6c,Public Service Industry Leader,Eagle Hill Consulting,,,,,,
538,087a5afdd13d1bb5195a191aeb73c445f744d24c,"Head of Content Operations, GBM",Facebook,,,,,,
539,54b7acd6bfccd062aac9bbc75f8f6c906e799a92,Technical Recruiter - Machine Learning,Pinterest,,,,,,
540,3d5e974ddc855e6df3a0f4ab7e28ed3f8b8ee592,Executive Recruitment Analyst,Covered California,,,,,,
541,e6d739e5e75808f679689628cc9c2406580bb7de,Production Planner / Inventory Control; Six Sigma Black Belt,Seeking Employment as Contract or Employee,,,,,,
542,aeed83c9ec45b5684a5b121b0e3b967ea5feb7ab,Ujima Education Office Director,OSU,,,,,,
543,608a18528f4dbab4cdfcda2facb2832ef36720ba,Ujima Coordinator,Oregon State University,,,,,,
544,a1f69d90aa98e107c8b943b348e6449f1ad2539a,CEO,East West Xing,,,,,,
545,8c031814a3837045d45cc2309e153113864b027f,Owner,easytravelbj,,,,,,
546,f0ca6a5a9b016a7e717f49b74ce1cbeb4553e614, åºç¡è®¾æ½èµæºè®¡å_æç¥åæè½,é¿éå·´å·´,,,,,,
547,bc3cc571e1626bb1980dca7ef7f8054ca60c66ce,Senior Manager - Business Development,"Nypro, A Jabil Company",,,,,,
548,67fa76ff0a7544dc59ad1ee76f01bc42f7856b42,Executive Director,Lenovo,,,,,,
549,abdc59c1bc1922631a77301e588879c82c6f5c71,"Vice President Sales and Operations, Latin America",Quadient ( Formerly GMC Software),,,,,,
550,9c8ed4cba5946bf13423937f7f06ca52ef80013d,UI Platform Engineer,Pluralsight,,,,,,
551,8162ccdadaa3322a139e435b39da8268fb706304,Global Head of University Recruiting,Unity Technologies,,,,,,
552,086776ff27d5b3716b77e556aa4b5f4158c95b93,CEO - Founder,RIV,,,,,,
553,caab274fce1adcb6c2731f0eb0e9885aa1a9f306,Partner,LUCA Trading,,,,,,
554,9757315e07840963960f534b6dc5dd17a2c3d29f,President & CFO/COO,Shoe Crazy Wine,,,,,,
555,5856833a200440d75c1e17ca6b11ba743f7260b2,Broker's Assistant,Real Living Real Estate,,,,,,
556,460336dcad2fd351b236c95920042c1e2850c4c7,"Engineering Manager, Relevance Explains",LinkedIn,,,,,,
557,f180f2dcbac207c00117d2debbac7baed8a69e40,Vice President of Business Development,TDG Technology North America Inc,,,,,,
558,17c39c1563b2b2515b4411b8a8e748d3f4b7bcd2,International Program Content Manager,SV Links,,,,,,
559,202b93583faa5a69e8512b24c1c80955d58083f1,Assistant Operations Manager,Jabil,,,,,,
560,24cdd8387082a2a836635d3315d2f0d4d997fa1e,Digital Marketing Principal ,Accenture,,,,,,
561,5ed90810575a87aa10584c5b121866c07c86d7b5,Para Educator for Middle School,Helena School District No 1,,,,,,
562,4e1908d2d77b978509e0596c417a7e93c6f86a3f,Data Quality Manager,M&T Bank,,,,,,
563,f11f1a5408d5e5e08f9663e96ac911fa002ea023,"Governance, Risk & Compliance Analyst",Sandia National Laboratories,,,,,,
564,51aef63d347f92c708d05d87801cea5d29131154,"Business Development Executive,  Digital Business Group",IBM,,,,,,
565,baeae24e9c1a67fa013e0a314719a79230e895af,Senior Product Manager,Epson America Inc.,,,,,,
566,0538c7b9c32c1a4b0be1773eb58a3bdc18bddd97,App Integration Engineer,Zapier,,,,,,
567,1123b1f2ce11ddc52af573dfedae3fafe327c3ff,Co-Founder,Rwenzori Resources,,,,,,
568,a1701fa67a82a09945833d454d0e5efd36169514,"Manager, Developer Programs",Facebook,,,,,,
569,b221eacdfb7e7ca34f853e779ae66b8a32888cbc,Regional Director,Starbucks,,,,,,
570,8a427c364e187cbcc1fbb7985151cb311d970b89,Program Management Manager,Flex,,,,,,
571,5b9fb4d5858fa17747637d20f03b41ffe66ee3d8,Finance Controller,Intel,,,,,,
572,40931a5fb06771ad3aa3289e90f4caa860263503,Director,ETC Resourcing Pte Ltd,,,,,,
573,e3dca89647ad13c56beee5e0f9c4d9d46a0de317,Global Head of People & Culture,EDGE GRAVITY by Ericsson,,,,,,
574,a9ad5ed20989cf4e7e23245dfcc5f26d050a93da,"Senior Director, HR Business Partner",PayPal,,,,,,
575,8e410f5c8ae3ac2978119e6418afed30abade009,"Group Technical Program Manager, Artificial Intelligence",Course Hero,,,,,,
576,6f9ccaf530790425ffa59c1fad27969697d2688f,"Senior Director of Managed Services, Cloud and Hosted Solutions",Polycom,,,,,,
577,f1230b518dd1b296b4b2783d092fe12210a8bcc6,Co-Founder,Inner Circles,,,,,,
578,e4002f4244ba3fa49c3d8b42b0718b7a7720f6cf,"Vice President Human Resources, CHRO",USRA,,,,,,
579,bcbfdad72e84ddc4ec60dfb32622c404e17cac24,Co-Founder and MD INFONET Group (Africa and International),Infonet Africa,,,,,,
580,614c37bffa4a7a862b362932fa20f7031e3a497c,Regional Marketing Manager,Stratasys,,,,,,
581,5e57cd189ade916a99709f97ab79fab1fe461dee,Cloud Architect and Technology Strategist,Intel Corporation,,,,,,
582,30cc144acfd3c4f3e6061255bd4fecd66f12c305,é«çº§ç»ç,èæ³,,,,,,
583,d1f8d21a0fa1192d295c8a0e3eb5c76d7be0100f,Sales Manager in Clean Electricity Division of DYNAVOLT,"Shenzhen Advanced Clean Electricity Research Institute Co., Ltd.",,,,,,
584,c6980db3420484f96f39e2f16f5b084929f3a4c1,Recruiter,èæ³,,,,,,
585,9ee0d27c579681ead050dcbd797711e0372da170,Retired,Hewlett-Packard,,,,,,
586,b2d09084e0d1fc05f3915db614af793ca495d3aa,Head Of Operations,SoftBank Robotics EMEA - Whiz,,,,,,
587,24659466168e31463b0c67e6b7b17cb314aa6559,Data Science,Yelp,,,,,,
588,2ef1f3d764aa4f744cd82776edd64a2c28777a1a,Business Development Manager; Leveraged Finance & Private Equity,Davis Polk & Wardwell LLP,,,,,,
589,2e56731ecd3fb179666d112555db764a6f4cf671,"Director of Engineering, Machine Learning & Purchase Platform",Zillow,,,,,,
590,2d4da223a9a3b0aaaaeb2c50a691ff3f7376762d,"Senior Director, Global Partner Engagement",Dell,,,,,,
591,7da474a4d828acc051343eb0b29ef494584d0276,Mechancal Engineer,Lam Research,,,,,,
592,010ea399532f3e4cb3b1a012abb9fb25887ffb0a,Virtual Assistant,AlixCompany LLC,,,,,,
593,c603db84c4494fe38101b5308e387b4e98080a38,Data & Analytics Consultant,Slalom,,,,,,
594,3f85e8c36227b5977c4868c9cf53530725d7a33f,Founder & CEO,SMP Alignment,,,,,,
595,eebf8a02f39da419e07af6ee53cf932db28d82fe,COO,Future 500,,,,,,
596,99558856d89675cddf52a23932d5f39a02b786e8,Lead Co-Editor and Contributor,O'Reilly Media,,,,,,
597,1b385c69813dc0c704b1bbb1384f9d564dce7aca,Executive Coach,BeSpeak Leadership LLC,,,,,,
598,9d5e26dc1e085b86e3e3ad1d11c4915e9778ce4b,Product Manager,Square,,,,,,
599,3caaf4daa519816f05cbbabb3f0119e50c2165c4,Development Manager,JDRF International,,,,,,
600,200dc84180cb93f20a40f945010d2e327a12d302,Owner and Artist,Esmeralda's Art,,,,,,
601,b9f4f1f15eb8dd4ab76d2acd5f3c5ca5bc465dfa,Global Channel Sales and Partnerships Manager ,Offensive Security,,,,,,
602,dd5e689ec98b08932bdfa1f659a3b7ed1238fa3c,"Associate, Client Services",AlphaSights,,,,,,
603,e5652cee95618f557de618764842ea57bc3f3e84,Senior Site Manager,ISS Facility Services Italy,,,,,,
604,692823a8d655587dc4f36f02ad179e9b3cc33f08,Sales & Product Marketing Manager,Delta Electronics,,,,,,
605,8a330605985937953ffbe1cacf5943dfaccb0450,Technical Account Manager,Pendo.io,,,,,,
606,852ec8fb1596a0d697f892e37998fb8a230dbf89,Software Engineer,Square,,,,,,
607,1b4cfd723156754635f9f12d2789fbd7da4838f6,Owner/Principal,"Prime Accounting, LLC",,,,,,
608,4d470fc9caa71ef3febc28acac0f652f03d6c904,"Senior Product Manager, Kindle",Amazon Lab126,,,,,,
609,678e23c0294c56a60f3d3c3035aa489b1f74a8a5,Programme Officer,CAFOD,,,,,,
610,1cfa43d9a4587b06cd4e4adeb2937e2b275efdbd,éå®ç»ç,ä¸æµ·å®éè®¡ç®æºç§ææéå¬å¸,,,,,,
611,57336b670f13eeef3d446d8df8e0f020b57b9f8a,Tradutor,Empresa de traduÃ§Ã£o,,,,,,
612,b950a8f694f2b6beea3988ccffbdc07323b08f23,ä¼ä¸çº§æç¥è¿è¥é«çº§ç»ç,èæ³,,,,,,
613,7def297f08d3eb3f4171d86530b3edc3dfb3ab3c,ON24 Partner | Marketo Partner | Marketo Architect,Hoosh Marketing - Marketo Platinum Partner,,,,,,
614,9d08b551fbc3c24c4410b64e235d6f24ecff324b,Technical Recruiter,Amazon,,,,,,
615,31bf775c5ff44eae1d774255f1b30fa6a966f6f8,Infrastructure - Data Engineer,Zalando SE,,,,,,
616,f746c3ead689568cfc05467ff30cfb355aad4754,Director,Baidu Ventures (non-strategic fund),,,,,,
617,c9cb5e9547f0d5e96f04b8132e54f5b81914632f,Co-organizer,Toronto Machine Learning Series,,,,,,
618,ab9f269c4cca6c2b459a0072068273ee7ae33539,Fund Accountant,UCLA,,,,,,
619,a99b5438d00ff42c68116d063a5a6756704a4081,President,"Niminq, Inc",,,,,,
620,882f994d2d87d9f0f1b77496dd3acd368eec7c93,President,"Fay Jamasbi, CPA",,,,,,
621,67d2d22e9cc8329db6bf2a364ca06d3109020a9f,Co-founder & COO,MonkeyLearn,,,,,,
622,3a1b7ebacc42767e3e732d15ca2f9b04ac0e05fe,Technical Recruiter,Anyscale,,,,,,
623,8c7a979fa24fa75caa06069b1c12b3f5557c4203,Director,Microsoft,,,,,,
624,b562dd5034467a3a5aa40823ffc1767f82c85659,Self Employed,Antiques and golds,,,,,,
625,f619968261a93ff2553292d7f0bfcb6966e74dc7,Marketing Director - Latin America,Valvoline Inc.,,,,,,
626,19a5c337df01a72b9d4585883116987afaedfef9,Senior Consultant | Data Science ,MHP â A Porsche Company,,,,,,
627,f89b0254ea4d7ffc47a190df3e945bfae34acc1e,Head of AI Product and Service,Samsung Electronics,,,,,,
628,295922192f8a500fc09d4d96a63ed62de12135b9,Head of Private Banking,Citibanamex,,,,,,
629,a66657e8ba1bf4d10850ca3c784fff0046091b6b,Solar Power Manager and Consultant,Vivint Solar,,,,,,
630,9037044f7a88c9d5ec1c2d43ac8257dd253b11c0,Sector Controller,Jabil,,,,,,
631,696d8c95fa9fafd154770c2900e1913fc9695ace,Head of CV/AI Research,"Streem, Inc.",,,,,,
632,bacafef73a618caf64b8b5cf79e96c9ee3fa7848,Co-Creator,bamboolib - a GUI for pandas,,,,,,
633,257d0cef746e2e8addbbeeb2656a8944370b9f78,Recruiting Head,æ±½è½¦ä¹å®¶ / Autohome Inc ï¼NYSE: ATHM),,,,,,
634,2b582d509418cab97649f7b350a0af8945ee30e3,Founder and CEO,"Technology, Risk & Compliance (TRC) Inc.",,,,,,
635,9e13ecf2f36e2f00cbcf8e27e94fd6810928fe9e,"Strategy & New Business Models, Director",Mastercard,,,,,,
636,565866f985df453e8e8cc499e5df2d3af3b8c3b1,Michael Eckhardt -- MANAGING DIRECTOR â Strategy Advisor â Keynote Speaker â Senior Workshop Leader,Chasm Institute LLC,,,,,,
637,3a0882a8a4e44baed827cfe4d87d5cddc9d6597f,Program Manager Program Management Office,PMOffice,,,,,,
638,44b404db26db8fc03220d39c4ae4a609f58e7f59,Technolgy Solutions Director,HP,,,,,,
639,78709b60ab817a9a5e91480bdeefa9aa7ad45616,"Head of Corporate, Education and Public Sector Customer Experience",HP,,,,,,
640,f57ff2df498b078167c615e786d6cad0293c86df,WW Security Solutions Category Manager,HP,,,,,,
641,f312249eeeba9f710715da87d16556b6d5490f89,"ODTL, ThinkServer BU",Lenovo,,,,,,
642,1f9dbdf3758a158904400ffeb8556662083b7ac8,"Director, Cost Management, Data Center Group",Lenovo,,,,,,
643,5ad65e61a0bf04cdda7ece7a76626d24e8a9ff98,Engineering Manager,Splunk,,,,,,
644,979dab6b00ceacb17a8510e862d8961812a7de4c,"Senior Engineer, IBM Cognitive Systems",IBM,,,,,,
645,582be93ba00d06ff85cc961d6bde034168aeb2f4,Chariman &CEO,"PV Tech, Inc.",,,,,,
646,6bbb7d054a523345fa1c8f2031ba8d05d701d5e2,President,Rugg's Construction,,,,,,
647,8eac9a9eef3f8dc06aaa35cd9d1528060a9b8e8c,Deputy Director,"General Atomics, Inc.",,,,,,
648,0288307da6da2ed727d455a31578dc567a7ba735,Chief Data / Strategy Officer - Global Head,Ulwazi Analytics International,,,,,,
649,39133e1b05f4e45625f5277f189f2da3b26bb75e,"Vice President, Insurance Programs",REIN,,,,,,
650,c3e57f0150735a762b85eb0813c0df482086dbab,Associate,"Klarquist Sparkman, LLP",,,,,,
651,73c653443c0b96f13c1a45f449e131913f86ed8c,Worldwide Sr. FP&A Analyst,Lenovo,,,,,,
652,b92188984805fa28edcccc28790fc573d9f861e7,Investment Manager,å®ä¿¡åè¶è´¢å¯æèµç®¡çï¼åäº¬ï¼æéå¬å¸,,,,,,
653,5db5350dde49608ab5ac9c5e6a5b2b1f2d50586d,Project Manager-Americas Region,Interplex,,,,,,
654,35b3443c1b5bb47a2dcb9299edfb3f8ec9584e60,Managing Director/ Owner,GlobalDrive,,,,,,
655,f69fae9e5238fdecff9cc5fc780995c4c26e9b05,Sr. Data Scientist,Duke Energy Corporation,,,,,,
656,86916ed9cc4a5d6b54621f444c622f363bbaecb8,Project Lead Quality,Jabil,,,,,,
657,119b3d8ef4dd0721bef873532afd6a72f188eb3a,"Head of Delivery & Operations - US, Europe Staffing",BSL Consulting LLC,,,,,,
658,229360d992dca5ba969b2d3a10be5ef5fc2fb323,Minecraft In-Game Marketplace Production Lead,Microsoft,,,,,,
659,907174afda9bb145aca59cddeabcfe9267686dd7,Senior Geophysicist I,TGS,,,,,,
660,82f90182aeee5d810b1f402f1f8936252bee0f41,China Business Development Director,Answer800,,,,,,
661,c3587abcfa27cb31673d677414f5b30838e181ca,Director,Star Photos,,,,,,
662,117ac151f49ad9dd7018cd37617852e89f49c19c,Americas Omni-Channel Management & Services - People Manager,HP,,,,,,
663,1ec7a7a38596fac5851d1db7864548f00d6b64bc,Vice President ,Avnet,,,,,,
664,c223c438822e353e45015382609080fd74e14cf3,Senior Manager,Mitsui knowledge Industry,,,,,,
665,3952f38c0402924a4c710f395341ec08f93c6113,Head of Talent Acquisition - ASEAN/Korea,Amazon Web Services,,,,,,
666,4b4ad489e41ab0fc2491aa9f8559d83ab849372c,"Senior Manager in customer database migration & BI at Lenovo, MBA at CKGSB",Lenovo,,,,,,
667,53a6f552bb97b9d92cfeab7e6700d6c5894e714b,Sales director,Global EasyFly Travel (Beijing) Co. LTD,,,,,,
668,690403378009e7b731e07aaa9f9b31d15d24c932,Vice President,Fiserv,,,,,,
669,b39ae65ebc89363c9dce2fd3ff73f58191cb8947,Sessional Tutor - Science and Engineering,Glasgow International College - University of Glasgow,,,,,,
670,e3027119b6f83396005c91ec217ff5e4d37f239c,Manufacturing Engineer,Coherent Inc.,,,,,,
671,ef2f18f220987c1c2b107db54ef8de81875eca19,"Director of SSD Sales, Samsung Business Division",Samsung Electronics America,,,,,,
672,a526361826dea97a421566dfb66538d124ccf278,Interim Principal HR/Risk Management Analyst,City of Novato,,,,,,
673,906131ab9b1d99d91ad991c2418374279c45624c,Owner,SolvQuest Online Tax & Bookkeeping Service,,,,,,
674,32f92b819221a1b8db2a31eb37c6cca48b9ce91d,Senior Business Development Consultant,George Dziedzic Consulting,,,,,,
675,77c644067ea38ec736cec6f9ca8f6ce727a06164,Channel Development Project manager,Lenovo,,,,,,
676,8f8ee2dafa98c801e01b1f9fdc711045ba770190,Associate Engineer,Micross STS,,,,,,
677,11cc12686409de206b736dff08660a2ff1b46d2b,Volunteer Advisor,China CFO Forum,,,,,,
678,24720f8ce954e30e8678a9374f1792fe19a59952,"Director, Global Commercial Sales, Server",AMD,,,,,,
679,6214ab1a9730ebfa660b77d2da789b496a45bf6a,COO,"Together We Rise, non-profit",,,,,,
680,d615a8a3518e1e81e9679a587cf19b371972fb1a,CEO,"Decision Options, LLC",,,,,,
681,7dd8c96fbd3f35fb3986bdf5b1a136c4c7ca8057,"Vice President, Development",FIRST,,,,,,
682,76066e2bc8ae192221c32a4da9b1bd92e5cf9e9c,Head of Global Portfolio Management,E.ON,,,,,,
683,0cf1ae8b0ab0bcf72592280e955930e59172c2d0,Software Engineer,Infinera,,,,,,
684,774f8abad6145f519a2c2f7167a742e4aa0b50f5,Founder & Children's book Author,Balafun LLC,,,,,,
685,82c22b0f34e1a9e5076c89ee28e7dbf8178dfa78,Interim Chief Technology Officer and Global Head of HP Labs,HP,,,,,,
686,59e1a4f72a4329ac9d6cfc4a941550b63de365b4,Director Of Industrial Design,RAB Lighting,,,,,,
687,a9bb59ca5b166f49277b1bf1d3d845a566682b80,Product Marketing Manager,Intel Corporation,,,,,,
688,92f90ed1c3b8b9a7fcfe16f7fc907ec2d9a9c871,"Senior Vice President, Engineering and Operations",SiMa.ai,,,,,,
689,526bf2f941c9dc4a409c9c1f3ac9574534ed059e,Co Founder & Chairman,Chazki,,,,,,
690,a9211ab3d9f080322fa0ac3c3987e93da9abd0fa,Compliance Officer,Chime Inc.,,,,,,
691,3d06a3e51cb048bf1940b0957aa9434eb12cc71f,Salesforce Consultant,CNGF,,,,,,
692,bb6ae718e5b9050882c260b58be2e88383f664a8,Phoenix Voyage Executive Team,Phoenix Voyage - Nonprofit Organization Management,,,,,,
693,3bd268b755f6318dc32b2ce1723715e8d85d38ea,Sales Manager,"Solax Power Co.,Ltd.",,,,,,
694,244969e7932c3d16b7675b5ef0232e9f0f89c549,Founder,HyperC - Process Optimization Robot,,,,,,
695,39cb721e53652ccff039d60f304854649ca762ff,"Vice President, Team Manager, Supply Chain Research",Gartner,,,,,,
696,e7950aae3a28e3cdc094537ee32f1308512eeb12,"VP, HR PCSD",Lenovo,,,,,,
697,8684eac7d37f8684ffe8844b576e7fdb39005363,Retired, ,,,,,,
698,708eeb92ea51a8d5f8e157233b97660575936aff,Senior Sales Consultant,CarMax,,,,,,
699,5d07a758236fba62a6d25cc38370bd33b5ded7a7,Senior Field Engineer/Solutions Architect,Polycom,,,,,,
700,50aeaef23a29550b6404d02c4a814a6b5d434a4c,CMO,"Affirm, Inc.",,,,,,
701,f2aed3a6dc047b008110cbcf1d4de46b48da27dc,Lead External Headhunter - Talent Attraction,AT&T,,,,,,
702,63d566ce050cf155861374c794b8a93d00c80c59,"Founder, CEO",African-Agents Network,,,,,,
703,10841ac49f3dfcf2c3eec7d68b4e25ae251c94e1,"Principal Owner, Product Development & IP",Private Consulting,,,,,,
704,69031ee3d47d89824b36f6bdd6dbbc64d65b2531,General Manager,Oishii Inc.,,,,,,
705,2ac23fc614ce9610fc9e6e7639a0e8a2ba79f6d5,Head of Portfolio & Program Management and Agile Delivery,Realogy Holdings Corp.,,,,,,
706,07c6493d2cbcde09f27db6ce3946837cbd06fbbb,Sr Data Engineer,VMware,,,,,,
707,da1d02c3230c8b5d6efbdf03cf3574899c88cfde,Borg/SRE,Google,,,,,,
708,a9fbbe62da9f89c1224b9b1842013a5b60addd3a,Sr.Manager ï¼Supply Chain-Enterprises,Lenovo,,,,,,
709,6e7c5c84ec6711abf19a18d81c18d780e92adc0d,Global Customer Success Category Lead â Strategic Sourcing / Procurement,Intuit,,,,,,
710,b55078efc92e29858b6f47b3dfca4422467de7f7,Director of Partnership Marketing,Powerhouse Brands Consulting,,,,,,
711,17a89a852460d15199f56eb635b5d932bca8380d,Principal and vCISO,Scale Security Group,,,,,,
712,38c94f6059ccebcb11fd0007d13711569ec13abd,Director Digital Client Experience,Banfield Pet Hospital,,,,,,
713,5f31e4dbea313306f94be96c19433ae95d400159,Machine Learning & Deep Learning Trainer @ atelierdeeplearning.com,Freelance,,,,,,
714,af27d7e330ca719da146a65ac138313012c34420,International Business Development,Peerbits,,,,,,
715,8e39271a21c8c0b96b5c08b0a07424113bd3d9f1,Founder & Managing Partner,Taichi,,,,,,
716,cb0c21cd73ba90942611822181adef5bd1494374,(Finance) Strategic Sourcing â Partnerships & Global Operations,Facebook,,,,,,
717,e3d3c9b2fa98ab0ecec6223a52727b36aabce068,Product Management and Strategy Executive,IPG Photonics,,,,,,
718,bd13ffdef1c7eb446848b73d0fdc6f111da071d6,Business and Technology Consultant,Independent Consultant,,,,,,
719,0d7f4bbe44e93c9d52a7b830818fa77ffa36a059,"Associate Director, Advanced Analytics, NCS NEXT digital",NCS Group,,,,,,
720,c19580fb519518e7d817d68c49713ad83f7905f0,VP Operations,Citrine Informatics,,,,,,
721,a48e08433ac971a73e4d2527f981ae5ea914dd95,Corporate Strategy & Development,Redmond,,,,,,
