,profileIdHashed,Position,Company,position_type,company_type,,,,
972,6cb7bb5d945cdde8fbd34d6e8e8680c3fc4825ac,Programs (Seattle),Peace Catalyst International,,,,,,
973,42d16469ae7b570f6092be8657b3361c91e2858c,"Vice President/Senior Credit Analyst, Credit Research Department","Loomis, Sayles & Company",,,,,,
974,c8985a63057047a63026c81919b7ca8b4bceac09,CEO,"IMA - Investment Management Associates, Inc",,,,,,
975,56a006e7672b6d22880a242bf0225f7c4ada14ae,Career Exploration Coach Â· Job Search Strategist Trainer Â· Talent Acquisition Consultant  â USA,KayLee Haw,,,,,,
976,fbb32400aaece1421f5ee3a73e3f91fd81064f19,Technical Learning Program Manager,HP,,,,,,
977,09785dbf079bce5a0d6bd4a1f7afdee51fe321ae,Software Developer,Abeyon llc,,,,,,
978,2bcce9dd8968c4f23256321aeb6a6c92a226db78,HRD,Didi Chuxing,,,,,,
979,f7ed9b8892c3375cf092497fc826f750cfe2518a,Senior  Enterprise Sales Account Executive,incentX,,,,,,
980,030e304dbb09ced6fec017de8b14cf23d4e09d10,General Manager,VIP Scrub Club,,,,,,
981,6088252ede9e4e862439209cd44043221a64979f,Market Development Director - Red Hat,Accenture,,,,,,
982,683736d2c7687022000a984726232a6ddec87d52,Web Press WW Upgrades Program Manager,HP Inc.,,,,,,
983,3612cada86342ca35df267d5cf0493ecbb0348fb,Yoga Instructor,Timberhill Athletic Club,,,,,,
984,351552e939a8fafa0a8f1cf01c53f070b336a80b,"Director, AR/VR Partnerships at AR/VR Facebook",Facebook,,,,,,
985,fd38e59fb58f122370413e736d08f47e0c7e30d5,Consultant,ShiningCareer Consultant Co.Ltd,,,,,,
986,1d0670849e8b36b6cc85e4925bccc323f89af2cd,Wraparound Facilitator,Seneca Family of Agencies,,,,,,
987,af96dc2104f7effa55ec4d520eeb4b6a752c760a,Founder,BroadwingATS,,,,,,
988,9bb2266e4ee3059fbf1a52aed07128630dd4ada3,Partner,Innovation Catalyst Group,,,,,,
989,c00e67638192b3fa8a1199458ff2317c624403fc,Founder & CEO,Stardog ,,,,,,
990,93a25ebb58046b119b3683ebfe04b247933c4c32,Senior Consultant,MKS Insight Partners,,,,,,
991,a9437c6de0a45ea025c8764725aff0c33218e68d,"Manager, IT Infrastructure - Service Delivery",Prudential Financial,,,,,,
992,df25d13f1319f81f5575c3f4f00777f44da0a796,President and Co-Owner,Signtec Imaging Corp,,,,,,
993,e2f0775e4f3091605868b18a2e3dcd9f61aa02e4,Technical Consultant,Microsoft,,,,,,
994,129c673aea769fff46fa40534cd3201415ff6f92,CEO | CTO | CxO | Developer | Tech Project Manager | Author,"Alexander Networks, Inc.",,,,,,
995,958fcccfcf1b3926dd2d0e11bb37e12e9a6ab885,Director of Community Retention,Deliv,,,,,,
996,16b2c968225ff4a39d063006aa5c4cec8dbbea00,Consultant,The Attles Group,,,,,,
997,b6165211afc05cfe28fde53795204e62d493352f,Chief Operating Officer,Vagaro Inc,,,,,,
998,a2a49fa9de5af59d2b7c2a64b6ba62bc92bd90e5,Data Scientist,Capital One,,,,,,
999,44217cde742883d0dff6dba7dfbd64431d413685,Realtor (Real Estate Consultant),Century 21 M&M and Associates,,,,,,
1000,0e1dad03af33146064af400ed7569292a9e743da,Resident Artist/Director,Artist Repertory Theater,,,,,,
1001,7d1bb9ed4ff61a46dcfa68679ae436eaf5f14a32,"Vice President, Jabil Design Services; Cloud, Compute & Storage",Jabil,,,,,,
1002,8c522ac3e597e2722965552e5a450ca837c9e034,Sr Wokcell Manager,Jabil,,,,,,
1003,1f1bfdc89df0f0e17a4a3ecdc3ff6bc6c81c863f,Broadcast Technician,United States Senate Recording Studio,,,,,,
1004,ca3f9406ce468b09e4b3e66dac8f107e0e126e57,Managing Partner,"OCP Equity Partners, LLC",,,,,,
1005,7cad933b8ae0e2b6afe397d9201b07b4358e14ab,Business Unit Manager,Jabil,,,,,,
1006,20ed69ebd60517683d5f1624d458f9c98bf06af0,Sales Operations Manager,"Gear Up Sports, Inc.",,,,,,
1007,a0c243aee013fc85b0fed546c1d33e5e1c32e7fe,Global Business Unit Manager,Jabil,,,,,,
1008,2a0f07bbecff5378d4db78709d76a98b0949d0ab,Founder,Prolego,,,,,,
1009,4fcd84a817cb629ea6c2061ddb0b171aafb3a6e6,EIR,Maveron LLC,,,,,,
1010,b8521cb5275623909f5655865e217873d2409758,Global Project Director,HXP International,,,,,,
1011,4eac444f1063cf1b9c0a22d6b46a590bce3261c9,Technology Developer,JingGe Electromagnetics Technology,,,,,,
1012,081b92315ac9eec949236333da251d777807bc20,Founder & CEO,Mira,,,,,,
1013,1c75ca2200e4fa313ffb98195b2fb980972e74e9,,,,,,,,
1014,0bacb543ad485b92abd347bf270688dada8e4f93,"Founder, President, and CEO",OpenLink Software,,,,,,
1015,c4539e1e86740ae4134bb7d697d54b652b948f7e,Client Investment Manager,Walter Scott & Partners Ltd,,,,,,
1016,e4ed35a7d75c410c3b9f64d78397b519a62ed000,"VP, Leadership and Performance Solutions (LEAPS) PMO",Citi,,,,,,
1017,153264021bc44da5650d4daec819969ac2a15bfb,Realtor,Keller Williams Realty Boise,,,,,,
1018,2aee50be9b5cf6155dbfd862fd5c2236984d8e65,"Executive Director, Continuing & Professional Studies",University of Mary  Washington,,,,,,
1019,12b768e47a7b13fa4c22c1f4c301b4be270d0241,Deputy Director & CFO,Oakland Museum of California,,,,,,
1020,1df79da3391e21146c4ec6361c791a26d46ed5f4,Founder | Coach & Communications Consultant,Clarity On Demand LLC,,,,,,
1021,d650ca1834084c10ac09b856a4bb6487bd3c3daf,Broker Associate,Coldwell Banker,,,,,,
1022,a87b707044bcb8690e68ca037473dd4902dc03b6,"Data Engineering Leader, Faceboook Marketplace",Facebook,,,,,,
1023,a6e7e0f07ba79a847483095dd659389a0b5bee77,Export/Import Manager,"Shenzhen Wan Yu International Co.,Ltd",,,,,,
1024,8b5e356852496fe4def8ccb7d4fd557df4e7677e,Director of Business Development,OnePiece Work,,,,,,
1025,853d639773b0063cfaa2ae1c8bfe8ee1e441d5eb,Machine Learning Engineer,Standard Cognition ,,,,,,
1026,0f659fd4526c09e8a259d1fdfbf91b05dca1d118,"Founder, President and CEO","The Social Engineering Project, Inc.",,,,,,
1027,5a9a81cd08532a929c0ec5a150ba3b1130b4488d,Editor in Chief,Expatriates Magazine,,,,,,
1028,2291caa091e068f59b0137728f33bd23a18a105b,Corporate Communications Manager,BMW China,,,,,,
1029,4ab3043f06445a6cca42464fed612f9496d28931,"VP Customer Strategy & Insights, Workplace Investing",Fidelity Investments,,,,,,
1030,4f648a693555e9792d60498690bbc8293f7d581e,Product Line Manager,Nortek Security & Control,,,,,,
1031,cf5faa34c5479a38bedd71088306aa30b02efb41,Managing Director & General Manager,HP,,,,,,
1032,646b83d3922a0fbc2419f78d121d0a9121b0e992,"Chief Scientific Officer, Co-founder",ID R&D Inc.,,,,,,
1033,7488a180788c5f2eee715e387e14b2f359be131d,"Senior Director, National Financial Planning & Analysis (Strategic Initiatives)",Kaiser Permanente,,,,,,
1034,b6653272f97c39cbd4e571b3b19c66da375dddea,Founder,Dhee AI,,,,,,
1035,29865f2dbdf941c1d5b39837962387a64974645a,"Head of Sales - Aerospace, Defense, Automotive and Industrial Manufacturing Industry",Infosys,,,,,,
1036,e594075d753e28d05c4ad0665d356e5a49f6606a,Recruitment Consultant,Executive Solutions,,,,,,
1037,355b92f44c2e208d27498fd4a1729ad49ac8a37b,Head Of Operations,Faethm AI,,,,,,
1038,bbe31d8d57821885fb8b915dfca7398657199625,Compliance Specialist,The People Concern,,,,,,
1039,885ce057f09fcc3c42473d96d8e65531ee6be80b,VP Consulting & Partnerships | CFO,Core Compete,,,,,,
1040,3ee946175b1c4492cd7ee87edcee8c261c42562f,International Recruitment Consultant,Talent Snipers - HR Solutions,,,,,,
1041,b49b6a8f89d07370949d1eb1a19240f40398b7f8,"GM and Distinguished Engineer, Azure Infrastructure",Microsoft,,,,,,
1042,0d4124fd061dda13494d24518c1cb8c8ac884874,Aspen Ascend Fellow,The Aspen Institute,,,,,,
1043,70276f8373dcc4e031aba010e90eca706e64a04a,Vice President - Treasury Capital Management & Strategy,CIT,,,,,,
1044,a42cdfcf4ebd390cce08bd86d7184027429e73b5,Chief Executive Officer,US Specialty Formulations LLC,,,,,,
1045,5f943d77e98aa705123801951cc3e7398f874e52,2nd Year Law Student-Environmental Law,Vermont Law School,,,,,,
1046,087453cea94aedf242da0905522140fb32647ce6,Senior Software Engineer,Salesforce,,,,,,
1047,9b7ce255d4e7aa1b75bb8bb9e419263e3d54cc45,Media Operations Analyst Manager                                             ,Facebook (Cognizant @ Facebook),,,,,,
1048,723d05cd2359be7086c4f9f313b853663cc5ee32,SVP HR,Lenovo,,,,,,
1049,dbda3a7e8bf1ee967ab70d51cc28e4015e35d9bb,Advanced Specialist (Sr. DBA),DENSO,,,,,,
1050,04b8242011870a41a5de9b9e7c709e88722df476,West Coast Regional HR Manager,Wallenius Wilhelmsen Ocean & Solutions,,,,,,
1051,c6dd015716a94ab1d6a5d1f54205c6c014a39a0e,Global Account Manager,HP,,,,,,
1052,5732ff135c05b6389a4218ecff54aec4b0afc80d,Vice President,"Delta Electronics, Inc.",,,,,,
1053,b9344d8ec1814ac4f1eeee7dd1d968b84bd0fa42,VP Risk GCR,Citibank,,,,,,
1054,f2df8ca0b2dd55552d307a42acd642869c0200f5,"Real Estate Broker,  BRE #01844231 Property Management Expert",DavLin Real Estate Services,,,,,,
1055,50cabdc12b755bfd7582e74652945092e4fd8295,Director of Marketing,HPE & NEW H3C,,,,,,
1056,33520408306cb2009c68ec2dbcf3702d9ec2283b,Optical Consultant,Optical Engineering Consultants,,,,,,
1057,3f315694af16085bebda3c6cd90c3f99a59e8152,Forensic & Child/Adolescent Psychiatrist,Watford Medical,,,,,,
1058,b43d459daa5443152feeb3cc8584ecfe5cb17913,Medical Director,Watford Medical Services,,,,,,
1059,69a3529f12ca16707706e8db5d9dbd4cd73d5ab6,CEO and Principal Partner Recruiter,Lateral Lawyer Group,,,,,,
1060,75a298ab34a0b2a34e1624d8c2b7739846866969,Managing Partner,Phillips Givens LLC,,,,,,
1061,c9e3d78da8d7fa42479998dc8e115216f829c9f0,Consultant,DePuy Synthes Companies,,,,,,
1062,f74f6569512521bc9e34c4b9091aafd6d3849f33,Customer Support Executive,UrbanClap,,,,,,
1063,e6d33797f14c222e251ec262eb8cf827301cdbab,Chief Operations Officer,JJ's of 17 ,,,,,,
1064,d365b74d378b58a4dbdd1c95acacb2b8841bfe45,Website Designer,Web and Mobile App Development,,,,,,
1065,5c2074ccb5ee050287b97a9685008595c9514c4f,CFO,Dharma Publishing,,,,,,
1066,fa1c60f1f46180250f1d5b4e294ba2ffe69589b7,Account Manager,Oliver Kinross,,,,,,
1067,4de9ccc7e19712b39d814fc3417ad6d1e5afbe3c,Workcell Manager,Jabil,,,,,,
1068,52a8d8ea2ef0f172c2d3cf39db76f95a5ea4d406,Owner,LeeH Pro Help,,,,,,
1069,7d1d0395f16388f288030565adf4574b5b293596,Product Manager,Deloitte Digital,,,,,,
1070,38f494ddc4dfd51d70a1f40e786ab143e1ad53a5,President,Africa Business Portal,,,,,,
1071,ef1d252cf457557eb79b45789e83ab83b8011a1a,Senior Data Scientist,LendUp,,,,,,
1072,b42f98e52bcf6983d0cc9435c1d596de89d8afcc,Optical Engineer,NASA Goddard Space Flight Center,,,,,,
1073,2d6a5665b5d0ab8c8db734f7b719db25ae48483b,Senior Secretary,Lenovo,,,,,,
1074,37f5ff27857050fffbc9fa3288bb30eae0b987b6,Network Administrator,GURUNETWORK,,,,,,
1075,2812413fb36419382f0675b12a2d36bf875fc41e,Quant Analyst,Google,,,,,,
1076,9a978710d04d82f2f5cd6a5ce0372292bd2c5a16,"Sr. Director, Datacenter HDD Product Planning and Management",Western Digital,,,,,,
1077,05835f0382d3a01994dcbda5cf1445ac43f817b5,Senior Director of Print Strategy & Product Management.,HP,,,,,,
1078,53a1ce79948bd0beebf61dc74875e78b53cff735,"Senior Director, Commercial Analytics",Sarepta Therapeutics,,,,,,
1079,e980ff7442f0f778b7aef28880ee361d65ec3eb3,Writing Systems & Ink Reliability Lab Manager,HP,,,,,,
1080,301975716c3458322ce1871d606466bd737d0722,Retired,Self-employed,,,,,,
1081,3d2d786271f382a29efc81d7a70d5b9821e2b8b1,First Officer,Southwest Airlines,,,,,,
1082,e35260ecf3252e75b7d361428cc745486435c323,Business Intelligence Analyst,JPMorgan Chase & Co.,,,,,,
1083,ec2ea359537512535e76faea6c2bf25ab8d32b50,Head of IC Lab,"Futurewei Technologies, Inc.",,,,,,
1084,5cbe812d42b2e6634cb4f6d83730036d5229fa7f,Data Scientist,"Brandless, Inc.",,,,,,
1085,05ddb8851f523e3bad7fe29507ad1c95104fcefa,Senior Bridge Engineer,Oregon Department of Transportation,,,,,,
1086,667f876264725631fecd0964e7abe13f408e0b2c,Headhunting & Recruitment Expert,Liat Shapira Headhunting & Recruitment Services ,,,,,,
1087,b67a2eeb96c46b8a1d6a7f3c932b92884648abf3,Channel Programs Manager,Hewlett-Packard,,,,,,
1088,ff4e73ad499d9a747c5cb8a5b910ba489ea96ab0,Principal,IMS,,,,,,
1089,ea55b58c97fd6664ea75d3bfd837f72c37d96b3d,World Wide Reverse Supply Chain Operations,Apple,,,,,,
1090,9f51373294effff76ce431c0170a73fe0cab05a0,Executive Director,Idaho State Dental Association,,,,,,
1091,1df76c4769b58db0ba5c501466beccb707d77bf7,Chief Executive Officer,Giraffe Bioenergy,,,,,,
1092,6e07ca87418a63a9616f8d54c1878387e7e6b2dc,Program Director - Digital,Ogilvy Japan,,,,,,
1093,e75b3dc2478ab60284d0501f0525e4bb191bb447,Advisor,Bridgit - The #OverWeb Startup,,,,,,
1094,adde6e98868806b8fad82d28d57713fa40984b3b,Director of Contract Management,Nortek Security & Control LLC,,,,,,
1095,cea3d066138b236b6b3b1591709e45af2df1c0d0,Vice President,Hutchison Financial Group,,,,,,
1096,c64675fe33fc2839b271479f60d3e6f41bab59b4,"Senior Vice President, Global Head of Qualcomm Ventures",Qualcomm Ventures,,,,,,
1097,984e58011f0b84c548c304953f26dee7e55f872f,"Executive Director, Global Marketing Intelligence",Lenovo,,,,,,
1098,2ac35f9e96a52954f423af364a916910d4638e3c,"Planning Analyst, Cloud & Softwareï¼Lenovo Advanced Innovation Center",Lenovo,,,,,,
1099,5618330a0fe0fd2922076ad69bc9e87140be53cb,Lead Community Manager,Salesforce.org,,,,,,
1100,45f5309b4e9b55de6e64fff79056395613f86e19,Data Scientist,SoFi,,,,,,
1101,56f3c8f1328df867e8827ee4f74f9b00d8f3110b,"Director, Human Resources & Staffing",Boys & Girls Clubs of the Peninsula,,,,,,
1102,9f613dbd081ee0eab2ab6a375ff135759f232600,Retired,not applicable not applicable,,,,,,
1103,56fec1bc981af7e63861f2961fa0645910fdd4a6,General Manager,Starcom,,,,,,
1104,7bc22201ac00558f4d84bb654e5c9247b8d724a4,Senior Quantitative Analyst,First Republic Bank,,,,,,
1105,52a7bd3e9a749b4c91977421232e5ff5c983c304,"VP, Engineering",Marketo,,,,,,
1106,69f08c133a4a8fb182ed9f43ee37762569029aed,Social Media Marketing Intern,Thesis Couture,,,,,,
1107,0a0c29602eb99b5a3bff3a1fb61faaf173062716,Retired,HP,,,,,,
1108,a7423d019c1a17cd00fe7b6061be7ec2e368c968,Physics Instructor,Fayetteville Technical Community College,,,,,,
1109,90f1430654e270527623460e924599e4a046c148,Watershed Manager II (Industrial Pretreatment Coordinator),City of Atlanta,,,,,,
1110,08aff91e0018aced7f4aa8a7c78089a2db1066d7,Senior Software Engineer,ClimateAI,,,,,,
1111,22c37971d245f6f5355ecd35786bf9b66ad65d8e,Founder and Chief Executive Officer,Strong TIES,,,,,,
1112,bcee52940163552c81dc0a9839f7ca2f50d77e86,Senior Training Specialist,"Capco, LLC",,,,,,
1113,da19f958075c976302c41b1f2cbaa7ddf1725b42,Founder/ CEO,Pay if Forward for a Better LA,,,,,,
1114,d649cb4fa8ad244031fa40bbb733f2c857f513ab,Founder and Principal,"Strategion Consulting, Inc.",,,,,,
1115,6f223884a0f9daef66aec86bfaf2c9bc7fefaf91,Executive Assistant,HP Inc,,,,,,
1116,1158326775b207388d112982c5d3fe75270befc4,President,Red Band Guide Services,,,,,,
1117,07dd34e0b86ab3b95dfde083762e8edbebef86ae,Office Manager,Clarence E. Heller Charitable Foundation,,,,,,
1118,8855f800678e7eee7b67ae5f271548cc4123410b,Product Regulations & Compliance Manager,"Hewlett Packard, Retail Publishing Solutions",,,,,,
1119,bbaf291b8906aac0c420241e38594ba4bbe124ae,Founder & CEO,"Komodo Technologies, LLC",,,,,,
1120,e4e8a3df30308be37889024672fcb741d52f6a74,Head of IS Sourcing,ABB Power Grids,,,,,,
1121,5f1f2f4482a6bed93b841cde125c56fb09e15f4a,Sales Agent,Kizy Tracking,,,,,,
1122,6d9528e6b417f7b29d610c59c12ffa71041de3ca,CFO,WHOOP,,,,,,
1123,6369dff5ad155aba9afe52a183ae88f098548da0,Product Lead,Datableservices.com,,,,,,
1124,5d12154d5bb741e09b7daeb1474946e8e86ad001,"Director, Conservation Strategy Hong Kong Program",The Nature Conservancy,,,,,,
1125,d745f519595c1187ecc51ecfbe24d6be45c83169,"Founder, Acupuncturist",Luminae Wellness,,,,,,
1126,209d7a9b6f30484ec3c95b79633e51eff7b8a3c3,Software Engineer,Twitter,,,,,,
1127,b2b656a0dab39c870708bed146e761255fa625aa,Corporate Facilities and Services Manager,Jabil,,,,,,
1128,bccc27c372c5db04cb0a6dc1b9d04955682d2c87,Senior Recruiting Consultant,A Top Headhunting Company,,,,,,
1129,e844feeb3c474f5f965adf28576b11807fe484f0,Executive: New Business Finance,Innovation Catalyst Group,,,,,,
1130,51ae278bef691f27ed4868505dad857cfb992f2c,COO - Chief Operating Officer,"American Micro Detection Systems, Inc.",,,,,,
1131,bc573cd58502033c66b0fee2d6e27ad54dff1b55,Marketing Reporting and Insights Analyst,Excellus BCBS,,,,,,
1132,a2c56bb18c2fc8014d0798e1c916a6c52ab4b5c5,Team Lead,E-Solutions,,,,,,
1133,5bf5b4c5dfc50fb0528d776a94c62419bc518413,Trade Credit and Insurance Services,Meridian Finance Group,,,,,,
1134,5bc913768325732adc92676fd7412660e8944e2d,Chief Executive Officer,On Second Thought,,,,,,
1135,7106730d62689caea5c362ac4ae778c83d844896,Management Consulting Analyst ,Accenture,,,,,,
1136,0389d9e8556a75114a4d808016b0c3e7d5475a2b,CFO,"Oregon Tradeswomen, Inc.",,,,,,
1137,59d57acf6fbd4bd770a13df6c067afdcf131b1cd,Global Seller Solutions Products,Visa,,,,,,
1138,18efe554c526593835f5668f12133a3d54d0fc65,Head of Planning Strategy,Origin,,,,,,
1139,375ada8ec53b2ed9b57ac707b494dafac1f9da38,Worldwide Business Development Manager,HP,,,,,,
1140,36578efe1d9a2f31a3755f4ebb22d578e0beef78,"Director, APAC Sustaining Operations (äºæ´²ä¾åºé¾æç¥åäº§åè¿è¥æ»ç)",Google,,,,,,
1141,cacf7de5a240f4ebe20224de0c689c2dd3940b4d,Founder,Octopus Design Automation,,,,,,
1142,a8efd511dfc3839349b11fef4741cf1f0f10d9ba,Sr. Advisory Consultant- SAP S/4 HANA Sales,IBM,,,,,,
1143,a1bdfd3b96fe3ec253509ff8f32329a829d937f6,Lead Illustrator,Passion Fruit Cards,,,,,,
1144,c169c93e5e20e782b1070c05602a234944418074,Executive Director,Scholastic Interest Group,,,,,,
1145,8e534825c47b4ace7d29cd081972822d7cdfec76,Worldwide Services Segment Lead,HP,,,,,,
1146,79c7ccfd99c83f967e88a3832f1b56dacbf92743,"Student, UC Berkely Data Analytics Bootcamp",UC Berkeley Extension,,,,,,
1147,d8c5114b9ceb0fb0f84bd9a2724c636d500d9027,Software and Data Engineer,Scry Analytics,,,,,,
1148,86afdb867e09435883289a08cdbdbc582d322129,CEO / Co-Founder,OurZones,,,,,,
1149,5a336a142aa8acf1728da461fcbe3f41c1f41a2d,Senior Consultant,Cardinal Path,,,,,,
1150,a7e8ab5f2ef0013ceac7447dec896dc0bd8e2614,"Portfolio Manager, SVP",Spectrum Asset Management Inc.,,,,,,
1151,043d46b81600d4069f09d895b18f3c00b122d25f,Machine Learning Engineer,Apple,,,,,,
1152,16f2a8f9836f24e0eb3275dbc4c8137a400b9f0a,Founder,mvmtAi,,,,,,
1153,583702616bc420f232177b848df705f833323097,Chief Executive Officer,Black With No Chaser,,,,,,
1154,516c5c3e680287346a965bbfd9f76378cb227bff,"PowerEdge Leverage Platform team, Director",Dell EMC,,,,,,
1155,58c5e1492e6fb1ce2c3ee5b96ebcc23cd718eab6,Retired,Recruiter,,,,,,
1156,283ff7b7c4048fdab9923faef916cf7987df5ddc,LA-S Business Operations,Lenovo,,,,,,
1157,23bd111455aeadcc21c31459531f4e07f930d33b,Master Planner,Jabil,,,,,,
1158,c9852a04444510e65024b088ff8674d7bdc7e8d2,Classical Music Specialist (contractor),Apple,,,,,,
1159,409a10d0235d4d169f955f37d2f3b624a572a591,Director Of Operations,Amazon Lab126,,,,,,
1160,778fe3ef0d4a6bef33199dd20f958b9dc5850adc,Global Business Unit Director,Celestica,,,,,,
1161,0a49f2531968b4680b0a1ff04b82e719412e1ead,Staff Attorney,Victim Rights Law Center,,,,,,
1162,9d500ec8115534fa15713621b805d1af24852aac,Founder/CEO,Harlem Coffee Co. ,,,,,,
1163,b5e49199e9cad67261582c2cdb8520e8bedec447,"Head of Talent Acquisition, America's Region",Keysight Technologies,,,,,,
1164,b9da0acb36e280a53b8c73c83f54e2dd617a49ee,Senior Automation Engineer,JUUL Labs,,,,,,
1165,f02ff597d40a50c8b267ec86bbe6386d2462a08c,Staff Engineer,Tesla,,,,,,
1166,8fd35fc20d1c16543a15c15438ffedf8adde8406,CEO,Cypress HCM,,,,,,
1167,306b1ea438a66174fbe59dc487533c9f08e243ac,Founder,First Thursday,,,,,,
1168,6eeac3536118db11146c98795f59274ecd4d5995,Executive Treasurer & CFO,The Endowment Board,,,,,,
1169,8f6ef04898aa1138d43e4ad70e4c12a84cfb7d98,VP  Design and Platform Experience,Osmo,,,,,,
1170,760d1636817f1609d44b87d716140442a8f5ff15,"Diversity, Equity, Inclusion and Supplier Diversity",Independent Consultant,,,,,,
1171,4f7ea8f876b1c766ab68ff5184d1c0b0a1e30308,Author - Shifters: Corporate Investing And Disruptive Change,Co-Innovators,,,,,,
1172,483c9c61d193d1673d326be7968d179c6b9b53fa,Alumni Director,Galvanize Inc,,,,,,
1173,4b96147bc83b0ff90cf4932c19b04a6c24c84699,VP of Product,OverSightMD Inc.,,,,,,
1174,51c47f6f77259318869d1055c5f4fccf09469dec,Engineering Program Coordinator,HP,,,,,,
1175,a047ec4a75fd4472647d0e2b6f957e29488b0933,Recruiting ,Slack,,,,,,
1176,c0aee15da8211a6d77c05a461b96fae36b34d257,Chief Financial Officer,Roll Group,,,,,,
1177,a802cae02960e9b356d0d8aa067e668c40fe93b4,"Director, Talent Acquisition",Aspen Dental,,,,,,
1178,35e8bc5b6746fd91fb36e684827c5bda9d0a0520,SC Process Excellence,HP,,,,,,
1179,8cbd1154add5521e062fa9201ff5a429eb26f4d5,President and COO,Hyperdrive Agile Leadership,,,,,,
1180,400109a4864829b6756dfe189ef1bf48e62ca2e1,"Footwear Business Operations Director, Nike Sportswear ",Nike,,,,,,
1181,ceb50129c904daeb44bfcbf9fa4c018724f71c0b,Communications and Social Media Associate,Workato,,,,,,
1182,9d5273ec942a135d196d060b2e4bcb1b24ff954a,Director of Enterprise Talent Strategy / Enterprise Account Executive,Galvanize Inc,,,,,,
1183,a97ab4fc8744e5c483c2643699c498c1219238e9,Deputy Managing Director,OKI Europe Ltd,,,,,,
1184,627ddbc35a85919faf9bc034864095444265f4d6,Founder / CEO / Partner,SUNDRED Corporation,,,,,,
1185,0b3d67077c2ee81b40ea914c939f29acfda4c27d,"Executive Director, Marketing and Sales & Commercial Operations",DRiV Incorporated,,,,,,
1186,2be8929f9dfed9a15459298be35aba1bfc5438d6,Senior Financial Analyst,"Hawaiian Electric Industries, Inc",,,,,,
1187,f07ba96a4bd87e8c0c01e562c87d7a72866facf5,"Managing Director, Lenovo Australia and New Zealand",Lenovo,,,,,,
1188,ed94459f857311026c1b431c2a0d2a992456631d,Real Estate Agent,Compass,,,,,,
1189,06943b36c3efb493cf39a2e9f7ae7e5b51dda4c3,System Test R&D - Lab Responsible,FlatFrog Laboratories AB,,,,,,
1190,04b38f39d9831a9e0da58d7829adbc4b0e63acfe,"Data Scientist, Engineer",Formerly Data Science at thredUP,,,,,,
1191,eab9d175658e45e2024775f8d3e431bfbc2a5922,Partner & CEO,RENEW,,,,,,
1192,95777cc462010c1c32f0fbef4aa6f40dbf420578,"Program Manager, Americas Sales & Global Accounts",Avaya,,,,,,
1193,6d4dcf4aecf8c0efd2c7956c439650ee3a5aa628,Managing Partner & Co-Founder,The Intelligence Factory,,,,,,
1194,1b5e9842286ae3184e6d88cf48f04c51934664e6,Principal Systems Engineer,Authentix,,,,,,
1195,050cfb2258671cfe864cc7794e055480f8ab62a3,Sales Operations Manager,Soligent,,,,,,
1196,2dda3a5cd2b9ceca35b0b82daa73db7bfd93d339,Director Strategic Marketing,Intel Corporation,,,,,,
1197,b98ab34370194de9aaff4e3706cb338f0153c901,Senior Director & Head of UX Research,Disney Streaming Services,,,,,,
1198,fc457a552aff4f263906d1170f8c66b8f6d6ae04,Agile Coach,Linville Johnson,,,,,,
1199,596d81d412703ee5092c1e8a72aefa9c53a78a52,CEO & Co-Founder,DataRoot Labs,,,,,,
1200,f9b94cd06b99486846ea8f8ebb40f88ea064e55a,Business development manager,ein-des-ein,,,,,,
1201,179b8f4c531169077db42725e370285338438d74,Software Engineer,250studio,,,,,,
1202,2d7143210141004cf93bad34e8f28e476a61a923,Supply Chain Manager,Juniper Networks,,,,,,
1203,33e0edf7788b03af2c85c7688e68e8447392ca39,Software Engineer,Verizon,,,,,,
1204,f7cf71002966f04f6f1a34e8a84ed3c6c6aa01a9,"Chief Technology Officer - Energy, Utilities, Mining and Oil&Gas",DXC Technology,,,,,,
1205,8f52f9d7091ddb6b7f73be6e62231c71ef68389c,Technical Sales Director,FocusVision Worldwide,,,,,,
1206,0484d7d3fe06ffe9431011742e208a87167f7222,Development Coordinator,JDRF International,,,,,,
1207,15b6ed618380581f579dfda2bc60cc829600be42,"Principal Data Science and Engineering, Security | Azure Core Operating Systems and Intelligent Edge",Microsoft,,,,,,
1208,573345ed899bd7c2e5ebd932e936437cbed7b44a,"UX Research Lead, ATAP",Google,,,,,,
1209,19d2202377aae83c53ea76d113c98c248c09a06e,Research Engineer,Centre national de la recherche scientifique,,,,,,
1210,7e87ca725db22737301793c98f584cf078bf9dfa,ANZ Training Coordinator,Symantec,,,,,,
1211,848b21ad455681e3ce31713b14abcf3410c9c29f,CEO,"Synergy Mortgage Group,LLC ",,,,,,
1212,b83674c8ff59787096f0defb65bec19cc9bc3ff0,Machine Learning Research Engineer,Cloudera,,,,,,
1213,fa7e15a04d0b253782c83138d3fe695ff5a5673b,Motivational Speaker,Melyan Group,,,,,,
1214,dd6904ff750f3507d8641504614755a3e7c5dc58,"VP, Product Operations","Rubrik, Inc.",,,,,,
1215,5b052142c9f6a59205e3d12da5bcbaef417bcd6f,Human Resources Specialist,"Belkorp Ag, LLC",,,,,,
1216,01305a6b520494ea31bdd99f390c29806604eef2,Business Operations,Arrow Electronics,,,,,,
1217,14a9829c1650208d7775a942662e8f46a0ff2028,Operations Officer/Adviser,The Salt Miner,,,,,,
1218,718523b01721f3131f8aa4071079708d5a43b958,"Founder, CEO",Haizaha,,,,,,
